Unnamed: 0,name,force,level,mechanic,equipment,primaryMuscles,secondaryMuscles,instructions,category,images,id
42,Barbell Ab Rollout - On Knees,pull,expert,compound,barbell,abdominals,"lower back, shoulders","Pegang barbel Olimpiade yang dimuat dengan £ 5-10 di setiap sisi dan berlutut di lantai., Sekarang letakkan barbel di lantai di depan Anda sehingga Anda berada di semua tangan dan lutut (seperti pada posisi push up berlutut). Ini akan menjadi posisi awal Anda., Perlahan gulung barbel lurus ke depan, meregangkan tubuh Anda ke posisi lurus. Kiat: Turun sejauh yang Anda bisa tanpa menyentuh lantai dengan tubuh Anda. Bernapaslah selama bagian gerakan ini., Setelah jeda kedua di posisi yang diregangkan, Mulailah menarik diri Anda kembali ke posisi awal saat Anda bernafas. Kiat: Pergi perlahan dan jaga perut Anda ketat setiap saat.",strength,"0.jpg, 1.jpg",Barbell_Ab_Rollout_-_On_Knees
43,Barbell Bench Press - Medium Grip,push,beginner,compound,barbell,chest,"shoulders, triceps","Berbaring di bangku datar. Menggunakan pegangan lebar sedang (cengkeraman yang menciptakan sudut 90 derajat di tengah gerakan antara lengan bawah dan lengan atas), Angkat batang dari rak dan pegang lurus di atas Anda dengan lengan terkunci. Ini akan menjadi posisi awal Anda., Dari posisi awal, Hirup dan mulailah turun perlahan sampai bilah menyentuh dada tengah Anda., Setelah jeda singkat, Dorong bar kembali ke posisi awal saat Anda bernafas. Fokus pada mendorong bilah menggunakan otot dada Anda. Kunci lengan Anda dan peras dada Anda dalam posisi yang dikontrak di bagian atas gerakan, Tahan sebentar dan kemudian mulai turun perlahan lagi. Tip: Idealnya, Menurunkan berat harus memakan waktu sekitar dua kali lebih lama dari menaikkannya., Ulangi gerakan untuk jumlah pengulangan yang ditentukan., Setelah selesai, Tempatkan bar kembali di rak.",strength,"0.jpg, 1.jpg",Barbell_Bench_Press_-_Medium_Grip
44,Barbell Curl,pull,beginner,isolation,barbell,biceps,forearms,"Berdiri dengan tubuh Anda tegak sambil memegang barbel di pegangan lebar bahu. Telapak tangan Anda harus menghadap ke depan dan siku harus dekat dengan batang tubuh. Ini akan menjadi posisi awal Anda., Sambil memegang stasioner lengan atas, Gulung bobot ke depan saat mengontrak bisep saat Anda bernafas. Kiat: Hanya lengan yang harus bergerak., Lanjutkan gerakan sampai bisep Anda sepenuhnya dikontrak dan bilah berada pada tingkat bahu. Pegang posisi yang dikontrak sejenak dan peras bisep dengan keras., Perlahan mulai membawa bar kembali ke posisi awal saat bernafas., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Curl
45,Barbell Curls Lying Against An Incline,pull,beginner,isolation,barbell,biceps,,"Berbaring di bangku kemiringan, Dengan tangan Anda memegang barbel dan digantung di garis horizontal. Ini akan menjadi posisi awal Anda., Sambil menjaga stasioner lengan atas, Gulung bobot setinggi yang Anda bisa saat memeras bisep. Bernapaslah saat Anda melakukan bagian gerakan ini. Kiat: Hanya lengan yang harus bergerak. Jangan mengayunkan lengan., Setelah kontraksi kedua, Perlahan kembali ke posisi awal saat Anda menghirup. Kiat: Pastikan Anda turun sepanjang jalan., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Curls_Lying_Against_An_Incline
46,Barbell Deadlift,pull,intermediate,compound,barbell,lower back,"calves, forearms, glutes, hamstrings, lats, middle back, quadriceps, traps","Berdiri di depan barbel yang dimuat., Sambil menjaga punggung sejajar mungkin, Tekuk lutut Anda, Tekuk ke depan dan pegang batang menggunakan cengkeraman medium (lebar bahu). Ini akan menjadi posisi awal latihan. Kiat: Jika sulit untuk bertahan di bar dengan cengkeraman ini, Ganti genggaman Anda atau gunakan tali pergelangan tangan., Sambil memegang bar, Mulailah lift dengan mendorong dengan kaki Anda sambil secara bersamaan mendapatkan tubuh Anda ke posisi tegak saat Anda bernafas keluar. Di posisi tegak, Hubungi dada Anda dan kontrak punggung dengan membawa pisau bahu ke belakang. Pikirkan bagaimana para prajurit di militer terlihat ketika mereka berdiri dalam perhatian., Kembali ke posisi awal dengan membungkuk di lutut sambil secara bersamaan menyandarkan tubuh ke depan di pinggang sambil menjaga punggung tetap lurus. Ketika beban di bar menyentuh lantai, Anda kembali pada posisi awal dan siap untuk melakukan pengulangan lain., Lakukan jumlah pengulangan yang ditentukan dalam program.",strength,"0.jpg, 1.jpg",Barbell_Deadlift
47,Barbell Full Squat,push,intermediate,compound,barbell,quadriceps,"calves, glutes, hamstrings, lower back","Latihan ini dilakukan paling baik di dalam rak jongkok untuk tujuan keselamatan. Untuk memulai, Pertama atur bar di rak tepat di atas tingkat bahu. Setelah ketinggian yang benar dipilih dan batang dimuat, Langkah di bawah bar dan tempatkan bagian belakang bahu Anda (sedikit di bawah leher) di atasnya., Tahan di bar menggunakan kedua lengan di setiap sisi dan angkat dari rak dengan terlebih dahulu mendorong dengan kaki Anda dan pada saat yang sama meluruskan tubuh Anda., Langkah menjauh dari rak dan posisikan kaki Anda menggunakan sikap sedang lebar bahu dengan jari-jari kaki sedikit ditunjuk. Pertahankan kepala Anda setiap saat dan pertahankan punggung lurus. Ini akan menjadi posisi awal Anda., Mulailah perlahan menurunkan bilah dengan menekuk lutut dan duduk kembali dengan pinggul saat Anda mempertahankan postur lurus dengan kepala ke atas. Lanjutkan ke bawah sampai paha belakang Anda ada di betis Anda. Tarik napas saat Anda melakukan bagian gerakan ini., Mulailah menaikkan bar saat Anda menghembuskan napas dengan mendorong lantai dengan tumit atau tengah kaki Anda saat Anda meluruskan kaki dan memperpanjang pinggul untuk kembali ke posisi awal., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Full_Squat
48,Barbell Glute Bridge,push,intermediate,compound,barbell,glutes,"calves, hamstrings","Mulailah duduk di tanah dengan barbel yang dimuat di atas kaki Anda. Menggunakan batang lemak atau memiliki bantalan di bar dapat sangat mengurangi ketidaknyamanan yang disebabkan oleh latihan ini. Gulung bilah sehingga tepat di atas pinggul Anda, dan berbaring rata di lantai., Mulailah gerakan dengan mengemudi dengan tumit Anda, Memperluas pinggul Anda secara vertikal melalui batang. Berat badan Anda harus didukung oleh punggung atas dan tumit kaki Anda., Memperpanjang sejauh mungkin, kemudian membalikkan mosi untuk kembali ke posisi awal.",powerlifting,"0.jpg, 1.jpg",Barbell_Glute_Bridge
49,Barbell Guillotine Bench Press,push,intermediate,compound,barbell,chest,"shoulders, triceps","Menggunakan pegangan lebar sedang (cengkeraman yang menciptakan sudut 90 derajat di tengah gerakan antara lengan bawah dan lengan atas), Angkat batang dari rak dan pegang lurus ke leher Anda dengan lengan terkunci. Ini akan menjadi posisi awal Anda., Saat Anda bernafas, Bawa bar perlahan hingga sekitar 1 inci dari leher Anda., Setelah jeda kedua, Bawa bar kembali ke posisi awal saat Anda bernafas keluar dan dorong bilah menggunakan otot dada Anda. Kunci lengan Anda dan peras dada Anda dalam posisi yang dikontrak, Tahan sebentar dan kemudian mulai turun perlahan lagi. Butuh setidaknya dua kali lebih lama untuk turun daripada muncul., Ulangi gerakan untuk jumlah pengulangan yang ditentukan., Setelah selesai, Tempatkan bar kembali di rak.",strength,"0.jpg, 1.jpg",Barbell_Guillotine_Bench_Press
50,Barbell Hack Squat,push,intermediate,compound,barbell,quadriceps,"calves, forearms, hamstrings","Berdiri tegak sambil memegang barbel di belakang Anda dengan panjang lengan dan kaki Anda dengan lebar bahu. Tip: Genggaman lebar bahu adalah yang terbaik dengan telapak tangan Anda menghadap ke belakang. Anda dapat menggunakan bungkus pergelangan tangan untuk latihan ini untuk cengkeraman yang lebih baik. Ini akan menjadi posisi awal Anda., Sambil menjaga kepala dan mata Anda tetap ke atas dan ke belakang tetap lurus, Jongkok sampai paha atas Anda sejajar dengan lantai. Bernapaslah saat Anda perlahan -lahan turun., Menekan terutama dengan tumit kaki dan meremas paha, Kembali saat Anda bernafas., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Hack_Squat
51,Barbell Hip Thrust,push,intermediate,compound,barbell,glutes,"calves, hamstrings","Mulailah duduk di tanah dengan bangku tepat di belakang Anda. Memiliki barbel yang dimuat di atas kaki Anda. Menggunakan batang lemak atau memiliki bantalan di bar dapat sangat mengurangi ketidaknyamanan yang disebabkan oleh latihan ini., Gulung bilah sehingga tepat di atas pinggul Anda, Dan bersandar di bangku sehingga bahu Anda berada di dekat bagian atasnya., Mulailah gerakan dengan mengemudi melalui kaki Anda, Memperluas pinggul Anda secara vertikal melalui batang. Berat badan Anda harus didukung oleh pisau bahu dan kaki Anda. Memperpanjang sejauh mungkin, kemudian membalikkan mosi untuk kembali ke posisi awal.",powerlifting,"0.jpg, 1.jpg",Barbell_Hip_Thrust
52,Barbell Incline Bench Press - Medium Grip,push,beginner,compound,barbell,chest,"shoulders, triceps","Berbaring di bangku condong. Menggunakan pegangan lebar sedang (cengkeraman yang menciptakan sudut 90 derajat di tengah gerakan antara lengan dan lengan atas), Angkat batang dari rak dan pegang lurus di atas Anda dengan lengan terkunci. Ini akan menjadi posisi awal Anda., Saat Anda bernafas, Turun perlahan sampai Anda merasakan bilah di dada atas Anda., Setelah jeda kedua, Bawa bar kembali ke posisi awal saat Anda bernafas keluar dan dorong bilah menggunakan otot dada Anda. Kunci lengan Anda di posisi yang dikontrak, Peras dada Anda, Tahan sebentar dan kemudian mulai turun perlahan lagi. Kiat: Butuh setidaknya dua kali lebih lama untuk turun daripada muncul., Ulangi gerakan untuk jumlah pengulangan yang ditentukan., Setelah selesai, Tempatkan bar kembali di rak.",strength,"0.jpg, 1.jpg",Barbell_Incline_Bench_Press_-_Medium_Grip
53,Barbell Incline Shoulder Raise,push,beginner,compound,barbell,shoulders,chest,"Berbaring di bangku condong. Menggunakan pegangan lebar sedang (pegangan yang sedikit lebih lebar dari lebar bahu), Angkat batang dari rak dan pegang lurus di atas Anda dengan tangan lurus. Ini akan menjadi posisi awal Anda., Sambil menjaga lengan tetap lurus, Angkat batang dengan meluncurkan pisau bahu Anda, Mengangkat bahu dari bangku saat Anda bernafas., Bawa kembali bar ke posisi awal saat Anda bernafas., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Incline_Shoulder_Raise
54,Barbell Lunge,push,intermediate,compound,barbell,quadriceps,"calves, glutes, hamstrings","Latihan ini dilakukan paling baik di dalam rak jongkok untuk tujuan keselamatan. Untuk memulai, Pertama atur bilah di rak tepat di bawah tingkat bahu. Setelah ketinggian yang benar dipilih dan batang dimuat, Langkah di bawah bar dan tempatkan bagian belakang bahu Anda (sedikit di bawah leher) di atasnya., Tahan di bar menggunakan kedua lengan di setiap sisi dan angkat dari rak dengan terlebih dahulu mendorong dengan kaki Anda dan pada saat yang sama meluruskan tubuh Anda., Menjauh dari rak dan melangkah maju dengan kaki kanan Anda dan berjongkok melalui pinggul Anda, sambil menjaga tubuh tetap tegak dan menjaga keseimbangan. Tarik napas saat Anda turun. CATATAN: Jangan biarkan lutut Anda maju melampaui jari kaki saat Anda turun, Karena ini akan membuat stres yang tidak semestinya pada sendi lutut. Li>, Menggunakan terutama tumit kaki Anda, Dorong ke atas dan kembali ke posisi awal saat Anda menghembuskan napas., Ulangi gerakan untuk jumlah pengulangan yang disarankan dan kemudian lakukan dengan kaki kiri.",strength,"0.jpg, 1.jpg",Barbell_Lunge
55,Barbell Rear Delt Row,pull,beginner,compound,barbell,shoulders,"biceps, lats, middle back","Berdiri tegak sambil memegang barbel menggunakan pegangan lebar (lebih tinggi dari lebar bahu) dan berlebihan (telapak tangan menghadap tubuh Anda)., Tekuk lutut sedikit dan tekuk saat Anda menjaga lengkungan alami punggung Anda. Biarkan lengan menggantung di depan Anda saat mereka memegang bar. Setelah tubuh Anda sejajar dengan lantai, Flare siku keluar dan menjauh dari tubuh Anda. Kiat: Tubuh dan lengan Anda harus menyerupai huruf ""t"". Sekarang Anda siap memulai latihan., Sambil menjaga lengan atas tetap tegak lurus terhadap batang tubuh, Tarik barbel ke atas ke arah dada atas saat Anda memeras bagian belakang dan Anda bernapas. Kiat: Saat dilakukan dengan benar, Latihan ini harus menyerupai bench press secara terbalik. Juga, menahan diri dari menggunakan bisep Anda untuk melakukan pekerjaan. Fokus pada penargetan delt belakang; Lengan seharusnya hanya bertindak sebagai pengait., Perlahan kembali ke posisi awal saat Anda bernafas., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Rear_Delt_Row
56,Barbell Rollout from Bench,pull,intermediate,compound,barbell,abdominals,"glutes, hamstrings, lats, shoulders","Tempatkan barbel yang dimuat di tanah, Menjelang akhir bangku. Berlutut dengan kedua kaki di bangku, dan genggam medium untuk menyempit di barbel. Ini akan menjadi posisi awal Anda., Untuk memulai, Perpanjang melalui pinggul untuk secara perlahan menggulung bilah ke depan. Saat Anda meluncurkan, Lenturkan bahu untuk menggulung batang di atas kepala Anda. Pastikan lengan Anda tetap terulur sepanjang gerakan., Saat bar telah dipindahkan sejauh mungkin, kembali ke posisi awal.",strength,"0.jpg, 1.jpg",Barbell_Rollout_from_Bench
57,Barbell Seated Calf Raise,push,beginner,isolation,barbell,calves,,"Tempatkan satu blok sekitar 12 inci di depan bangku datar., Duduklah di bangku dan letakkan bola kaki Anda di blok., Mintalah seseorang menempatkan barbel di atas paha atas Anda sekitar 3 inci di atas lutut Anda dan pegang di sana. Ini akan menjadi posisi awal Anda., Angkat jari kaki setinggi mungkin saat Anda memeras anak sapi dan saat Anda bernafas., Setelah kontraksi kedua, Perlahan kembali ke posisi awal. Kiat: Untuk mendapatkan manfaat maksimal peregangan betis Anda sejauh yang Anda bisa., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Seated_Calf_Raise
58,Barbell Shoulder Press,push,intermediate,compound,barbell,shoulders,"chest, triceps","Duduklah di bangku dengan dukungan punggung di rak jongkok. Posisikan barbel pada ketinggian yang tepat di atas kepala Anda. Raih barbel dengan cengkeraman pronasi (telapak tangan menghadap ke depan)., Setelah Anda mengambil barbel dengan lebar pegangan yang benar, Angkat bilah di atas kepala Anda dengan mengunci lengan Anda. Tahan sekitar tingkat bahu dan sedikit di depan kepala Anda. Ini adalah posisi awal Anda., Turunkan bar ke bahu perlahan saat Anda menghirup., Angkat bar kembali ke posisi awal saat Anda menghembuskan napas., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Shoulder_Press
59,Barbell Shrug,pull,beginner,isolation,barbell,traps,,"Berdiri tegak dengan kaki Anda pada lebar bahu saat Anda memegang barbel dengan kedua tangan di depan Anda menggunakan cengkeraman pronasi (telapak tangan menghadap paha). Kiat: Tangan Anda harus sedikit lebih lebar dari lebar bahu. Anda dapat menggunakan bungkus pergelangan tangan untuk latihan ini untuk cengkeraman yang lebih baik. Ini akan menjadi posisi awal Anda., Angkat bahu Anda sejauh yang Anda bisa pergi saat Anda bernafas dan menahan kontraksi sebentar. Kiat: Jangan mencoba mengangkat barbel dengan menggunakan bisep Anda., Perlahan kembali ke posisi awal saat Anda bernafas., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Shrug
60,Barbell Shrug Behind The Back,pull,beginner,isolation,barbell,traps,"forearms, middle back","Berdiri tegak dengan kaki Anda pada lebar bahu saat Anda memegang barbel dengan kedua tangan di belakang punggung menggunakan cengkeraman pronasi (telapak tangan menghadap ke belakang). Kiat: Tangan Anda harus sedikit lebih lebar dari lebar bahu. Anda dapat menggunakan bungkus pergelangan tangan untuk latihan ini untuk cengkeraman yang lebih baik. Ini akan menjadi posisi awal Anda., Angkat bahu Anda sejauh yang Anda bisa pergi saat Anda bernafas dan menahan kontraksi sebentar. Kiat: Jangan mencoba mengangkat barbel dengan menggunakan bisep Anda. Lengan harus tetap terentang setiap saat., Perlahan kembali ke posisi awal saat Anda bernafas., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Shrug_Behind_The_Back
61,Barbell Side Bend,pull,beginner,isolation,barbell,abdominals,lower back,"Berdiri tegak sambil memegang barbel yang diletakkan di bagian belakang bahu Anda (sedikit di bawah leher). Kaki Anda harus terpisah lebar bahu. Ini akan menjadi posisi awal Anda., Sambil menjaga punggung tetap lurus dan kepala Anda tetap tinggi, Tekuk hanya di pinggang ke kanan sejauh mungkin. Bernapaslah saat Anda membungkuk ke samping. Kemudian pegang sejenak dan kembali ke posisi awal saat Anda menghembuskan napas. Kiat: Pertahankan stasioner tubuh lainnya., Sekarang ulangi gerakan tetapi membungkuk ke kiri sebagai gantinya. Tahan sebentar dan kembali ke posisi awal., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Barbell_Side_Bend
