ID Program,Nama Program Latihan,Deskripsi Program,Jenis Latihan Program,Tujuan Latihan,Durasi Program (menit),Tempat Program,Peralatan Program (Ya/Tidak),Tingkat Kebugaran Program,Waktu Ideal Program,video_url,Target Gender,Rentang Usia
324,Seated Bent-Over Rear Delt Raise,"Membentuk otot bahu bagian belakang. Lakukan gerakan ini 10x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,20,Gym,Ya,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
325,Cable Cross-Over Row,"Gerakan cable cross-over ini menargetkan secara langsung otot-otot dada Anda. Cara membentuk otot dada dengan cable cross-over nyatanya sangat disukai para binaragawan karena bisa sangat menentukan definisi otot dada. Lakukan gerakan ini 10x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,30,Rumah,Ya,Menengah,Pagi/Sore,,Semua Gender,26-35 Tahun
326,Chest Fly,"Membentuk otot dada. Lakukan gerakan ini 15x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Menengah,Pagi/Sore,https://youtu.be/eGjt4lk6g34,Semua Gender,26-35 Tahun
327,Triceps Pushdown,"Membentuk otot trisep. Lakukan gerakan ini 10x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Menengah,Pagi/Sore,https://youtu.be/6Fzep104f0s,Semua Gender,26-35 Tahun
331,Leg Curl,"Membentuk otot paha belakang. Lakukan gerakan ini 20x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Menengah,Pagi/Sore,https://youtu.be/MAbThtU8Sis,Semua Gender,26-35 Tahun
332,Calf Raise,"Membentuk otot betis. Lakukan gerakan ini 40x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,15,Rumah,Tidak,Menengah,Pagi/Sore,https://youtu.be/c5Kv6-fnTj8,Semua Gender,26-35 Tahun
333,Glute Bridge,"Membentuk otot bokong. Lakukan gerakan ini 20x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,20,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
334,Plank,"Menguatkan otot perut. Lakukan gerakan ini selama 1 menit 3 repetisi, istirahat 2 menit antar set.",HIIT,Menjaga kesehatan,10,Rumah,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
335,Crunches,"Menguatkan otot perut. Lakukan gerakan ini 20x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Menjaga kesehatan,20,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
336,Leg Raises,"Menguatkan keseluruhan otot perut. Lakukan gerakan ini 20x 3 repetisi, istirahat 2 menit antar set.",Kekuatan,Menjaga kesehatan,15,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
338,Side Plank,"Menguatkan otot perut bagian samping. Lakukan gerakan ini 20x 3 repetisi, istirahat 2 menit antar set.",HIIT,Menjaga kesehatan,15,Rumah,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
339,Flutter Kicks,"Menguatkan otot perut bagian bawah. Lakukan gerakan ini 20x 3 repetisi, istirahat 2 menit antar set.",Kekuatan,Menjaga kesehatan,30,Rumah,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
340,Lompat Tali,"Lompat tali adalah olahraga kardio yang dapat dilakukan di rumah atau dimanapun dengan mudah. Kita hanya membutuhkan sebuah tali yang panjangnya bisa menyesuaikan. Selain itu, lompat tali merupakan salah satu olahraga kardio yang bisa membakar kalori dengan cepat.",Kardio,Menurunkan berat badan,30,Rumah,Ya,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
341,Squat Jump,"Squat jump adalah olahraga yang melatih kekuatan otot kaki. Tetapi olahraga ini tidak disarankan bagi Anda yang memiliki masalah dengan persendian lutut. Jika Anda ingin mencobanya, maka langkah awal bisa lakukan squat jump dengan 15-30 kali terlebih dahulu, baru bisa kamu tambahkan sesuai dengan kekuatan tubuhmu lutut diangkat setinggi mungkin. Gerakan ini termasuk latihan kardio yang bisa dilakukan di rumah. High knees juga bisa dilakukan sebagai pemanasan sebelum latihan lainnya.",Kardio,menurunkan berat badan,30,Rumah,Tidak,Pemula,Pagi/Sore,https://youtu.be/YGGq0AE5Uyc,Laki-laki,18-25 Tahun
342,Jogging,Jogging adalah salah satu olahraga kardio yang paling mudah dilakukan. Kamu bisa jogging di mana saja baik di luar ruangan maupun di treadmill. Olahraga ini sangat baik untuk kesehatan jantung dan paru-paru serta membantu membakar kalori dengan efektif.,Kardio,Menjaga kesehatan/Menurunkan berat badan,30,Rumah,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-35 Tahun
343,Naik-turun tangga,Naik-turun tangga adalah latihan kardio yang sederhana namun efektif. Kamu bisa melakukannya di rumah atau di tempat umum seperti taman atau gedung. Latihan ini membantu meningkatkan kekuatan kaki dan daya tahan kardiovaskular.,Kardio,,15,Rumah,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
344,Kickboxing,"Merupakan seni bela diri. Olahraga ini mengandalkan kontak fisik meliputi memukul, menendang dan sebagainya. Anda dapat membakar 100 kalori hanya dalam waktu 10 menit saja.",Kardio,Menurunkan berat badan,30,Rumah,Ya,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
345,Bersepeda,"Bersepeda adalah hobi bagi setiap kalangan baik anak kecil sampai lansia. Ternyata bersepeda juga memiliki banyak manfaat. Bersepeda juga menjadi sarana olahraga yang paling banyak digemari, hal ini karena dengan bersepeda bukan hanya bagus untuk otot kaki saja tetapi juga bagus untuk suasana hati.",Kardio,Menjaga kesehatan,30,Rumah,Ya,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
346,Burpee,Burpee adalah latihan yang menggabungkan squat dan push-up juga lompatan. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Burpee juga dapat dilakukan di mana saja tanpa peralatan.,HIIT,menjaga kesehatan,45,Rumah,Tidak,Menengah,Pagi/Sore,,Laki-laki,18-35 Tahun
348,Treadmill,Treadmill adalah alat olahraga yang memungkinkan Anda untuk berlari atau berjalan di tempat. Alat ini sangat efektif untuk latihan kardio dan dapat disesuaikan dengan kecepatan dan kemiringan yang diinginkan.,Kardio,Menurunkan berat badan,45,Gym,Ya,Menengah,Pagi/Sore,,Semua Gender,26-35 Tahun
356,High Knees (Kardio),High knees adalah latihan kardio yang melibatkan gerakan mengangkat lutut setinggi mungkin. Latihan ini membantu meningkatkan kekuatan kaki dan daya tahan kardiovaskular. High knees juga dapat dilakukan di mana saja tanpa peralatan.,HIIT,menjaga kesehatan,20,Rumah,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
357,Lunge (HIIT),Lunge adalah latihan yang melibatkan langkah ke depan dengan satu kaki dan menurunkan tubuh hingga lutut belakang hampir menyentuh lantai. Latihan ini sangat baik untuk menguatkan otot kaki dan bokong.,HIIT,Meningkatkan massa otot,20,Rumah,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
363,Jalan Cepat (Brisk Walking),Jalan cepat adalah bentuk latihan kardio yang melibatkan berjalan dengan kecepatan yang lebih tinggi dari biasanya. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan membakar kalori.,Kardio,Menurunkan berat badan,30,Rumah,Tidak,Pemula,Pagi/Sore,https://youtu.be/wQrV75N2BrI,Semua Gender,18-35 Tahun
365,Jogging / Running (Lari Sedang),Jogging atau lari sedang adalah bentuk latihan kardio yang melibatkan berlari dengan kecepatan yang moderat. Latihan ini cocok untuk meningkatkan daya tahan kardiovaskular dan membakar kalori.,Kardio,Menurunkan berat badan,20,Rumah,Tidak,Pemula,Pagi/Sore,https://youtu.be/LIDLKrNrv-w,Semua Gender,18-35 Tahun
366,Jogging / Running (Lari Cepat),Jogging atau lari cepat adalah bentuk latihan kardio yang melibatkan berlari dengan kecepatan yang tinggi. Latihan ini sangat efektif untuk meningkatkan kebugaran kardiovaskular dan membakar kalori.,Kardio,Menurunkan berat badan,30,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
367,Jogging / Running (Lari Sprint),Jogging atau lari sprint adalah bentuk latihan kardio yang melibatkan berlari dengan kecepatan maksimal dalam jarak pendek. Latihan ini sangat efektif untuk meningkatkan kekuatan otot kaki dan daya tahan kardiovaskular.,Kardio,menurunkan berat badan,15,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
368,Jogging / Running (Lari Jarak Jauh),Jogging atau lari jarak jauh adalah bentuk latihan kardio yang melibatkan berlari dalam jarak yang lebih panjang. Latihan ini sangat baik untuk meningkatkan daya tahan kardiovaskular dan membakar kalori.,Kardio,Menurunkan berat badan,60,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
369,Jogging / Running (Lari Maraton),Jogging atau lari maraton adalah bentuk latihan kardio yang melibatkan berlari dalam jarak yang sangat panjang (42.195 km). Latihan ini membutuhkan persiapan yang matang dan sangat baik untuk meningkatkan daya tahan kardiovaskular.,Kardio,,180,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
370,Shadow Boxing + Footwork Drills,"Shadow boxing adalah latihan yang melibatkan gerakan tinju tanpa lawan. Latihan ini membantu meningkatkan teknik tinju, kekuatan otot dan daya tahan kardiovaskular. Footwork drills adalah latihan yang fokus pada gerakan kaki untuk meningkatkan kelincahan dan keseimbangan.",Kardio,menurunkan berat vadab,20,Rumah,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
371,Boxing Bag Workout,Latihan ini melibatkan pukulan pada kantong tinju untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Latihan ini juga membantu meningkatkan teknik tinju dan koordinasi.,Kardio,menurunkan berat badan,20,Rumah,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
372,Battle Ropes,Battle ropes adalah latihan yang melibatkan gerakan mengayunkan tali berat untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Latihan ini sangat efektif untuk membakar kalori dan meningkatkan kebugaran secara keseluruhan.,Kardio,Menurunkan berat badan,20,Gym,Tidak,Menengah,Pagi/Sore,,Semua Gender,26-35 Tahun
373,Treadmill Hills / Incline Walking,Treadmill hills adalah latihan yang melibatkan berjalan atau berlari di atas treadmill dengan kemiringan yang ditingkatkan. Latihan ini membantu meningkatkan kekuatan otot kaki dan daya tahan kardiovaskular.,Kardio,menurunkan berat badan,30,Gym,Tidak,Menengah,Pagi/Sore,,Semua Gender,26-35 Tahun
374,Step-Up dengan Intensitas Sedang,Step-up adalah latihan yang melibatkan langkah naik ke platform atau bangku. Latihan ini sangat baik untuk menguatkan otot kaki dan bokong.,Kardio,menurunkan berat badan,25,Rumah,Tidak,Menengah,Pagi/Sore,https://youtu.be/EFXOQS5xq3c,Semua Gender,18-35 Tahun
375,Boxing Footwork Drills,Boxing footwork drills adalah latihan yang fokus pada gerakan kaki untuk meningkatkan kelincahan dan keseimbangan dalam tinju. Latihan ini membantu meningkatkan teknik tinju dan daya tahan kardiovaskular.,Kardio,menurunkan berat badan,20,Rumah,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
376,Kettlebell Swings,Kettlebell swings adalah latihan yang melibatkan gerakan ayunan kettlebell untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Latihan ini sangat efektif untuk membakar kalori dan meningkatkan kebugaran secara keseluruhan.,Kardio,Menurunkan berat badan,20,Rumah,Tidak,Menengah,Pagi/Sore,,Semua Gender,26-35 Tahun
377,Elliptical Machine Intervals,Latihan ini melibatkan penggunaan mesin elliptical dengan interval intensitas tinggi. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan membakar kalori.,Kardio,Menurunkan berat badan,10,Gym,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
386,Push-Pull-Legs (PPL) Split,"Push-Pull-Legs (PPL) Split adalah metode latihan beban yang membagi rutinitas latihan menjadi tiga bagian: dorong (push), tarik (pull) dan kaki (legs). Metode ini membantu meningkatkan kekuatan otot dan efisiensi latihan.",Kekuatan,Meningkatkan massa otot,60,Gym,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
387,Upper-Lower Split,Upper-Lower Split adalah metode latihan beban yang membagi rutinitas latihan menjadi dua bagian: bagian atas (upper) dan bagian bawah (lower). Metode ini membantu meningkatkan kekuatan otot dan efisiensi latihan.,Kekuatan,Meningkatkan massa otot,60,Gym,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
388,5x5 Strength Training,5x5 Strength Training adalah metode latihan beban yang fokus pada peningkatan kekuatan otot dengan melakukan lima repetisi pada setiap set. Metode ini sangat efektif untuk meningkatkan kekuatan otot secara keseluruhan.,Kekuatan,Meningkatkan massa otot,60,Gym,Tidak,Lanjut,Pagi/Sore,,Laki-laki,26-35 Tahun
389,Bodybuilding Split 5–6 Hari,Bodybuilding Split 5–6 Hari adalah metode latihan beban yang membagi rutinitas latihan menjadi beberapa bagian dengan fokus pada kelompok otot tertentu setiap harinya. Metode ini membantu meningkatkan massa otot dan definisi otot.,Kekuatan,Meningkatkan massa otot,60,Gym,Tidak,Lanjut,Pagi/Sore,,Laki-laki,26-35 Tahun
390,Full-Body Strength Split,Full-Body Strength Split adalah metode latihan beban yang melibatkan seluruh kelompok otot dalam satu sesi latihan. Metode ini sangat efektif untuk meningkatkan kekuatan otot secara keseluruhan dan cocok untuk pemula maupun lanjutan.,Kekuatan,Meningkatkan massa otot,60,Gym,Tidak,Pemula,Pagi/Sore,,Laki-laki,18-25 Tahun
391,Body Recomposition Program,Body Recomposition Program adalah metode latihan yang bertujuan untuk mengubah komposisi tubuh dengan cara mengurangi lemak tubuh dan meningkatkan massa otot secara bersamaan. Program ini biasanya melibatkan kombinasi latihan beban dan kardio serta pengaturan pola makan yang tepat.,Kekuatan,Menurunkan berat badan,60,Gym,Tidak,Pemula,Pagi/Sore,https://youtu.be/_jD2WvvP0Jw,Semua Gender,18-25 Tahun
392,Endurance Strength Training,Endurance Strength Training adalah metode latihan beban yang fokus pada peningkatan daya tahan otot dengan melakukan repetisi yang lebih banyak pada setiap set. Metode ini sangat efektif untuk meningkatkan daya tahan otot dan kebugaran secara keseluruhan.,Kekuatan,,60,Gym,Tidak,Lanjut,Pagi/Sore,,Laki-laki,26-35 Tahun
393,Australian Pull up,Australian Pull Up adalah variasi dari pull up yang dilakukan dengan posisi tubuh horizontal. Latihan ini membantu meningkatkan kekuatan otot punggung dan lengan. Gerakan ini cocok untuk pemula yang belum bisa melakukan pull up.,Kekuatan,Meningkatkan massa otot,15,Rumah,Tidak,Pemula,Pagi/Sore,https://youtu.be/bHO0A4ZF_Zg,Laki-laki,18-25 Tahun
394,Full-Body Machine Workout,Full-Body Machine Workout adalah program latihan yang menggunakan berbagai mesin di gym untuk melatih seluruh tubuh. Program ini cocok untuk pemula yang ingin mencoba latihan beban dengan bantuan mesin.,Kekuatan,Meningkatkan massa otot,60,Gym,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
395,Upper-Lower Split Pemula,Upper-Lower Split Pemula adalah program latihan beban yang membagi rutinitas latihan menjadi dua bagian: bagian atas (upper) dan bagian bawah (lower). Program ini cocok untuk pemula yang ingin memulai latihan beban dengan fokus pada kekuatan otot.,Kekuatan,Meningkatkan massa otot,45,Gym,Tidak,Pemula,Pagi/Sore,https://youtu.be/IgbGmKkA7b4,Semua Gender,18-25 Tahun
396,Treadmill Walking,Treadmill walking adalah latihan kardio yang melibatkan berjalan di atas treadmill. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan cocok untuk pemula yang ingin memulai latihan kardio.,Kardio,Menjaga kesehatan,15,Gym,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
397,Sepeda Statis (Stationary Bike),Sepeda statis adalah latihan kardio yang dilakukan dengan menggunakan sepeda statis. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan cocok untuk pemula yang ingin memulai latihan kardio.,Kardio,Menjaga kesehatan,20,Gym,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
398,Rowing Machine,Rowing machine adalah latihan kardio yang melibatkan gerakan mendayung. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan kekuatan otot secara keseluruhan.,Kardio,menurunkan berat badan,15,Gym,Tidak,Lanjut,Pagi/Sore,,Wanita,18-25 Tahun
399,Treadmill Interval Ringan,Treadmill Interval Ringan adalah latihan kardio yang melibatkan interval berjalan dan berlari di atas treadmill. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan membakar kalori.,Kardio,Menurunkan berat badan,15,Gym,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
400,Bike Intervals Ringan,Bike Intervals Ringan adalah latihan kardio yang melibatkan interval bersepeda dengan intensitas rendah. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan cocok untuk pemula yang ingin mencoba latihan interval.,Kardio,menurunkan berat badan,15,Gym,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
401,Interval Running di Treadmill,Interval Running di Treadmill adalah latihan kardio yang melibatkan interval berlari dengan kecepatan yang bervariasi di atas treadmill. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan membakar kalori.,Kardio,Menurunkan berat badan,20,Gym,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
402,Hill Walking / Incline Walking di Treadmill,Hill Walking / Incline Walking di Treadmill adalah latihan kardio yang melibatkan berjalan atau berlari di atas treadmill dengan kemiringan yang ditingkatkan. Latihan ini sangat baik untuk meningkatkan kekuatan otot kaki dan daya tahan kardiovaskular.,Kardio,menurunkan berat badan/menjaga kesehatan,20,Gym,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
403,Stair Climbing di Treadmill,Stair Climbing di Treadmill adalah latihan kardio yang melibatkan naik turun tangga di atas treadmill. Latihan ini sangat baik untuk meningkatkan kekuatan otot kaki dan daya tahan kardiovaskular.,Kardio,,20,Gym,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
404,Elliptical dengan Resistance,Elliptical dengan Resistance adalah latihan kardio yang melibatkan penggunaan mesin elliptical dengan penambahan resistensi. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan kekuatan otot secara keseluruhan.,Kardio,menurunkan berat badan/menjaga kesehatan,20,Gym,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
405,Jumping High Knees,Jumping High Knees adalah latihan kardio yang melibatkan gerakan melompat dengan mengangkat lutut setinggi mungkin. Latihan ini membantu meningkatkan kekuatan kaki dan daya tahan kardiovaskular. Jumping High Knees juga dapat dilakukan di mana saja tanpa peralatan.,HIIT,,20,Rumah,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
406,Jumping Jacks,Jumping Jacks adalah latihan kardio yang melibatkan gerakan melompat dengan membuka dan menutup kaki serta mengangkat tangan ke atas. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan membakar kalori.,HIIT,Menurunkan berat badan,20,Rumah,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
407,High Knees (HIIT),High Knees adalah latihan kardio yang melibatkan gerakan mengangkat lutut setinggi mungkin saat berlari di tempat. Latihan ini sangat baik untuk meningkatkan kebugaran kardiovaskular dan kekuatan kaki.,HIIT,,15,Rumah,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
408,Burpees (HIIT),"Burpees adalah latihan yang menggabungkan squat, push-up dan lompatan. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Burpees juga dapat dilakukan di mana saja tanpa peralatan.",HIIT,Menurunkan berat badan,20,Rumah,Tidak,Pemula,Pagi/Sore,,Laki-laki,18-25 Tahun
409,HIIT Lanjutan Plyometric (Advanced Home HIIT 1),HIIT Lanjutan Plyometric adalah latihan intensitas tinggi yang melibatkan gerakan plyometric seperti lompatan dan gerakan cepat lainnya. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular.,HIIT,menjaga kesehatan,30,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
410,HIIT Lanjutan Plyometric (Advanced Home HIIT 2),HIIT Lanjutan Plyometric adalah latihan intensitas tinggi yang melibatkan gerakan plyometric seperti lompatan dan gerakan cepat lainnya. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular.,HIIT,menjaga kesehatan,30,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
411,Tabata HIIT di Rumah (Advanced Home Tabata),Tabata HIIT di Rumah adalah latihan intensitas tinggi yang melibatkan interval latihan selama 20 detik dengan istirahat 10 detik. Latihan ini sangat efektif untuk meningkatkan kebugaran kardiovaskular dan membakar kalori.,HIIT,Menurunkan berat badan,20,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
412,HIIT Lanjutan Kombo Core & Cardio (Advanced Home HIIT 3),HIIT Lanjutan Kombo Core & Cardio adalah latihan intensitas tinggi yang menggabungkan gerakan plyometric dengan latihan inti. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular.,HIIT,menjaga kesehatan,25 - 30,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
413,Dumbbell HIIT Lanjutan,Dumbbell HIIT Lanjutan adalah latihan intensitas tinggi yang melibatkan penggunaan dumbbell dalam gerakan HIIT. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Interval: 40 detik kerja : 20 detik istirahat.,HIIT,menjaga kesehatan,30,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
414,HIIT Cross-Training,"HIIT Cross-Training adalah latihan intensitas tinggi yang menggabungkan berbagai jenis latihan seperti kardio, kekuatan dan fleksibilitas. Latihan ini sangat efektif untuk meningkatkan kebugaran secara keseluruhan.",HIIT,menjaga kesehatan,35,Rumah,Tidak,Lanjut,Pagi/Sore,,Semua Gender,26-35 Tahun
415,HIIT Full Body Intermediate,HIIT Full Body Intermediate adalah latihan intensitas tinggi yang melibatkan seluruh tubuh dengan fokus pada kekuatan dan daya tahan. Latihan ini sangat efektif untuk meningkatkan kebugaran secara keseluruhan. Interval: 40 detik kerja : 20 detik istirahat.,HIIT,menjaga kesehatan,15-25,Rumah,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
416,HIIT Core & Cardio,HIIT Core & Cardio adalah latihan intensitas tinggi yang menggabungkan gerakan inti dengan latihan kardio. Latihan ini sangat efektif untuk meningkatkan kekuatan otot inti dan daya tahan kardiovaskular. Interval: 45 detik kerja : 15 detik istirahat.,HIIT,menjaga kesehatan,20,Rumah,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
417,Dumbbell HIIT Intermediate,Dumbbell HIIT Intermediate adalah latihan intensitas tinggi yang melibatkan penggunaan dumbbell dalam gerakan HIIT. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Interval: 40 detik kerja : 20 detik istirahat.,HIIT,menjaga kesehatan,15-25,Rumah,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
418,Upper Body HIIT,"Upper Body HIIT adalah latihan intensitas tinggi yang fokus pada penguatan otot bagian atas tubuh seperti dada, punggung dan lengan. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Interval: 40 detik kerja : 20 detik istirahat.",HIIT,menjaga kesehatan,25,Rumah,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
419,Lower Body HIIT,Lower Body HIIT adalah latihan intensitas tinggi yang fokus pada penguatan otot bagian bawah tubuh seperti kaki dan bokong. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Interval: 40 detik kerja : 20 detik istirahat.,HIIT,,25,Rumah,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
420,Functional HIIT Intermediate,Functional HIIT Intermediate adalah latihan intensitas tinggi yang fokus pada gerakan fungsional yang melibatkan seluruh tubuh. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular serta meningkatkan kemampuan fungsional sehari-hari.,HIIT,menjaga kesehatan,20,Rumah,Tidak,Menengah,Pagi/Sore,,Semua Gender,18-35 Tahun
421,Elliptical: Resistensi Sedang/Interval (Versi Wanita),"Gunakan elliptical trainer dengan resistensi sedang atau lakukan interval (mis. 2 menit resistensi sedang, 1 menit resistensi tinggi, ulangi). Lakukan 1 set, 25-35 menit. (Disesuaikan untuk wanita, fokus pada keamanan dan kenyamanan.)",Kardio,Menurunkan berat badan,30,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=mY9z6m0g8M0,Wanita,18-35 Tahun
422,Dumbbell HIIT Lanjutan (Versi Wanita),"Dumbbell HIIT Lanjutan adalah latihan intensitas tinggi yang melibatkan penggunaan dumbbell dalam gerakan HIIT. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Interval: 40 detik kerja : 20 detik istirahat. (Disesuaikan untuk wanita, fokus pada keamanan dan kenyamanan.)",HIIT,menjaga kesehatan,30,Rumah,Tidak,Lanjut,Pagi/Sore,,Wanita,26-35 Tahun
423,HIIT Cross-Training (Versi Wanita),"HIIT Cross-Training adalah latihan intensitas tinggi yang menggabungkan berbagai jenis latihan seperti kardio, kekuatan dan fleksibilitas. Latihan ini sangat efektif untuk meningkatkan kebugaran secara keseluruhan. (Disesuaikan untuk wanita, fokus pada keamanan dan kenyamanan.)",HIIT,menjaga kesehatan,35,Rumah,Tidak,Lanjut,Pagi/Sore,,Wanita,26-35 Tahun
424,HIIT Full Body Intermediate (Versi Wanita),"HIIT Full Body Intermediate adalah latihan intensitas tinggi yang melibatkan seluruh tubuh dengan fokus pada kekuatan dan daya tahan. Latihan ini sangat efektif untuk meningkatkan kebugaran secara keseluruhan. Interval: 40 detik kerja : 20 detik istirahat. (Disesuaikan untuk wanita, fokus pada keamanan dan kenyamanan.)",HIIT,menjaga kesehatan,15-25,Rumah,Tidak,Menengah,Pagi/Sore,,Wanita,18-35 Tahun
425,HIIT Core & Cardio (Versi Wanita),"HIIT Core & Cardio adalah latihan intensitas tinggi yang menggabungkan gerakan inti dengan latihan kardio. Latihan ini sangat efektif untuk meningkatkan kekuatan otot inti dan daya tahan kardiovaskular. Interval: 45 detik kerja : 15 detik istirahat. (Disesuaikan untuk wanita, fokus pada keamanan dan kenyamanan.)",HIIT,,20,Rumah,Tidak,Menengah,Pagi/Sore,,Wanita,18-35 Tahun
426,Dumbbell HIIT Intermediate (Versi Wanita),"Dumbbell HIIT Intermediate adalah latihan intensitas tinggi yang melibatkan penggunaan dumbbell dalam gerakan HIIT. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Interval: 40 detik kerja : 20 detik istirahat. (Disesuaikan untuk wanita, fokus pada keamanan dan kenyamanan.)",HIIT,menjaga kesehatan,15-25,Rumah,Tidak,Menengah,Pagi/Sore,,Wanita,18-35 Tahun
